,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
10,10,10,10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000010_RGB.png,"[954.0, 504.0, 1.0]","[978.0, 486.0, 1.0]","[930.0, 486.0, 1.0]","[1008.0, 510.0, 1.0]","[893.9999999999999, 510.0, 1.0]","[1056.0, 660.0, 1.0]","[840.0, 642.0, 1.0]","[1128.0, 828.0, 1.0]","[762.0, 810.0, 1.0]","[1116.0, 936.0, 0.0]","[798.0, 948.0, 1.0]","[1020.0, 942.0, 1.0]","[888.0, 948.0, 1.0]","[1032.0, 1080.0, 0.0]","[840.0, 1080.0, 0.0]","[804.0, 1080.0, 0.0]","[1014.0, 1080.0, 0.0]","[-6.663759490674938, -0.8220345770245768, 1.627334908699884]","[2.0962537044995218, -11.257597173788483, -0.7419068204143072]"
11,11,11,11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000011_RGB.png,"[948.0, 504.0, 1.0]","[978.0, 486.0, 1.0]","[930.0, 480.0, 1.0]","[1002.0, 516.0, 1.0]","[893.9999999999999, 510.0, 1.0]","[1062.0, 660.0, 1.0]","[840.0, 642.0, 1.0]","[1128.0, 816.0, 1.0]","[762.0, 828.0, 1.0]","[1128.0, 948.0, 1.0]","[792.0, 960.0, 1.0]","[1014.0, 954.0, 1.0]","[882.0, 948.0, 1.0]","[822.0, 1086.0, 0.0]","[828.0, 1086.0, 0.0]","[1134.0, 936.0, 0.0]","[762.0, 1080.0, 0.0]","[-6.272221075737767, -0.769025059190315, 1.5319170295053481]","[7.33665378153546, -4.626745674957232, -0.13889350193247818]"
12,12,12,12,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000012_RGB.png,"[954.0, 510.0, 1.0]","[972.0, 486.0, 1.0]","[930.0, 486.0, 1.0]","[996.0000000000001, 510.0, 1.0]","[893.9999999999999, 510.0, 1.0]","[1056.0, 660.0, 1.0]","[840.0, 642.0, 1.0]","[1134.0, 828.0, 1.0]","[780.0, 816.0, 1.0]","[1140.0, 978.0, 1.0]","[762.0, 942.0, 0.0]","[1020.0, 960.0, 1.0]","[876.0, 942.0, 1.0]","[816.0, 1086.0, 0.0]","[828.0, 1086.0, 0.0]","[804.0, 1002.0, 0.0]","[906.0, 1074.0, 0.0]","[-6.026295856361275, -0.7530026871804445, 1.460065575360758]","[8.31639930413605, -3.580054626382473, -0.42933346364944247]"
13,13,13,13,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000013_RGB.png,"[948.0, 510.0, 1.0]","[972.0, 486.0, 1.0]","[924.0, 486.0, 1.0]","[1002.0, 510.0, 1.0]","[893.9999999999999, 510.0, 1.0]","[1056.0, 654.0, 1.0]","[840.0, 648.0, 1.0]","[1134.0, 822.0, 1.0]","[780.0, 822.0, 1.0]","[1134.0, 972.0, 1.0]","[756.0, 960.0, 0.0]","[1020.0, 960.0, 1.0]","[876.0, 942.0, 1.0]","[1092.0, 1086.0, 0.0]","[852.0, 1086.0, 0.0]","[804.0, 1002.0, 0.0]","[774.0, 1008.0, 0.0]","[-5.641407088731787, -0.723794443313024, 1.3927970486503203]","[6.1176771866258255, -0.927954176152207, 0.061561042380846656]"
14,14,14,14,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000014_RGB.png,"[948.0, 510.0, 1.0]","[972.0, 486.0, 1.0]","[924.0, 486.0, 1.0]","[996.0000000000001, 510.0, 1.0]","[893.9999999999999, 510.0, 1.0]","[1056.0, 654.0, 1.0]","[834.0, 648.0, 1.0]","[1134.0, 828.0, 1.0]","[768.0, 834.0, 1.0]","[1140.0, 972.0, 1.0]","[774.0, 948.0, 0.0]","[1020.0, 960.0, 1.0]","[870.0, 942.0, 1.0]","[1098.0, 1086.0, 0.0]","[852.0, 1086.0, 0.0]","[804.0, 1008.0, 0.0]","[774.0, 1013.9999999999999, 0.0]","[-1.511447238492609, -0.19132375443998348, 0.9821940033147031]","[6.426701239838639, 0.253227558941396, -0.36504010469367587]"
15,15,15,15,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000015_RGB.png,"[948.0, 516.0, 1.0]","[966.0, 486.0, 1.0]","[924.0, 491.99999999999994, 1.0]","[1002.0, 516.0, 1.0]","[888.0, 516.0, 1.0]","[1068.0, 660.0, 1.0]","[834.0, 654.0, 1.0]","[1128.0, 816.0, 1.0]","[792.0, 822.0, 1.0]","[1146.0, 966.0000000000001, 0.0]","[750.0, 972.0, 0.0]","[1020.0, 960.0, 1.0]","[870.0, 942.0, 1.0]","[1092.0, 1086.0, 0.0]","[888.0, 1086.0, 0.0]","[1134.0, 1002.0, 0.0]","[750.0, 1013.9999999999999, 0.0]","[0.3299790970952979, -0.057342930553607986, 0.7809581951321278]","[4.324841109333422, 2.2589915942205794, -0.27647681278169983]"
16,16,16,16,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000016_RGB.png,"[948.0, 522.0, 1.0]","[972.0, 491.99999999999994, 1.0]","[924.0, 491.99999999999994, 1.0]","[1008.0, 516.0, 1.0]","[888.0, 522.0, 1.0]","[1062.0, 660.0, 1.0]","[828.0, 660.0, 1.0]","[1122.0, 822.0, 1.0]","[774.0, 822.0, 1.0]","[1122.0, 948.0, 0.0]","[750.0, 978.0, 1.0]","[1026.0, 954.0, 1.0]","[870.0, 936.0, 1.0]","[1044.0, 1080.0, 0.0]","[882.0, 1080.0, 0.0]","[798.0, 1080.0, 0.0]","[893.9999999999999, 1080.0, 0.0]","[3.990490014699569, -0.009914562250632442, 0.3789724246154023]","[4.286088447023972, 5.821273268925758, -0.31910743953514054]"
17,17,17,17,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000017_RGB.png,"[948.0, 522.0, 1.0]","[972.0, 498.00000000000006, 1.0]","[924.0, 498.00000000000006, 1.0]","[1008.0, 522.0, 1.0]","[882.0, 522.0, 1.0]","[1056.0, 660.0, 1.0]","[828.0, 660.0, 1.0]","[1116.0, 822.0, 1.0]","[768.0, 816.0, 1.0]","[1128.0, 954.0, 0.0]","[774.0, 948.0, 0.0]","[1032.0, 942.0, 1.0]","[876.0, 954.0, 1.0]","[1038.0, 1086.0, 0.0]","[870.0, 1086.0, 0.0]","[798.0, 996.0000000000001, 0.0]","[732.0, 1013.9999999999999, 0.0]","[5.254524482703719, -0.025833515713291396, 0.2477617014142259]","[1.3599868653892098, 6.719013927921831, -0.4926469130108896]"
18,18,18,18,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000018_RGB.png,"[948.0, 528.0, 1.0]","[978.0, 504.0, 1.0]","[924.0, 504.0, 1.0]","[1008.0, 528.0, 1.0]","[888.0, 528.0, 1.0]","[1062.0, 666.0, 1.0]","[828.0, 666.0, 1.0]","[1122.0, 828.0, 0.0]","[774.0, 816.0, 1.0]","[1122.0, 948.0, 0.0]","[732.0, 990.0, 0.0]","[1032.0, 960.0, 0.0]","[864.0, 936.0, 1.0]","[1038.0, 1080.0, 0.0]","[876.0, 1080.0, 0.0]","[792.0, 996.0000000000001, 0.0]","[732.0, 1008.0, 0.0]","[6.596916280058438, -0.02132961628280354, -0.015767218626965174]","[6.4269465758993585, 9.849672322917561, -0.16031347208074706]"
19,19,19,19,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000019_RGB.png,"[948.0, 534.0, 1.0]","[978.0, 510.0, 1.0]","[924.0, 510.0, 1.0]","[1008.0, 534.0, 1.0]","[888.0, 522.0, 1.0]","[1062.0, 672.0, 1.0]","[828.0, 672.0, 1.0]","[1128.0, 828.0, 1.0]","[780.0, 816.0, 1.0]","[1134.0, 942.0, 0.0]","[1422.0, 1002.0, 0.0]","[1032.0, 960.0, 0.0]","[864.0, 966.0000000000001, 1.0]","[1038.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[732.0, 1013.9999999999999, 0.0]","[1422.0, 1020.0, 0.0]","[7.688144349156021, -0.1535125049375905, -0.3376637780948334]","[3.6149918630491102, 11.989827306504937, -0.46632769546761255]"
20,20,20,20,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000020_RGB.png,"[948.0, 558.0, 1.0]","[972.0, 528.0, 1.0]","[924.0, 528.0, 1.0]","[1008.0, 540.0, 1.0]","[882.0, 540.0, 1.0]","[1074.0, 678.0, 1.0]","[822.0, 678.0, 1.0]","[1146.0, 870.0, 1.0]","[774.0, 822.0, 1.0]","[1152.0, 942.0, 0.0]","[726.0000000000001, 924.0, 0.0]","[1044.0, 966.0000000000001, 1.0]","[876.0, 954.0, 1.0]","[1158.0, 1080.0, 0.0]","[858.0, 1086.0, 0.0]","[726.0000000000001, 924.0, 0.0]","[732.0, 930.0, 0.0]","[8.849851634673126, -0.3121251465646977, -0.549591971378213]","[3.4279787241219615, 16.16831936491607, -0.022454315568240076]"
21,21,21,21,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000021_RGB.png,"[948.0, 564.0, 1.0]","[972.0, 534.0, 1.0]","[924.0, 534.0, 1.0]","[1008.0, 552.0, 1.0]","[882.0, 546.0, 1.0]","[1068.0, 678.0, 1.0]","[822.0, 684.0, 1.0]","[1140.0, 864.0, 1.0]","[768.0, 822.0, 1.0]","[1164.0, 960.0, 0.0]","[720.0, 918.0, 0.0]","[1038.0, 960.0, 1.0]","[870.0, 972.0, 0.0]","[1152.0, 1013.9999999999999, 0.0]","[858.0, 1092.0, 0.0]","[1164.0, 1068.0, 0.0]","[726.0000000000001, 936.0, 0.0]","[9.671458616978207, -0.32703153689464115, -0.7836663326828991]","[4.035917668919126, 18.210213223658954, 0.6181824243993252]"
22,22,22,22,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000022_RGB.png,"[948.0, 582.0, 1.0]","[978.0, 546.0, 1.0]","[924.0, 552.0, 1.0]","[1008.0, 552.0, 1.0]","[876.0, 564.0, 1.0]","[1074.0, 690.0, 1.0]","[828.0, 690.0, 1.0]","[1140.0, 870.0, 1.0]","[768.0, 852.0, 1.0]","[1152.0, 966.0000000000001, 0.0]","[756.0, 960.0, 0.0]","[1038.0, 978.0, 1.0]","[858.0, 978.0, 1.0]","[1062.0, 1098.0, 0.0]","[852.0, 1098.0, 0.0]","[726.0000000000001, 1044.0, 0.0]","[726.0000000000001, 1050.0, 0.0]","[10.508920328450515, -0.28782830177709934, -0.99060681663115]","[3.437375279091889, 21.587634069428663, 0.6351689439188852]"
23,23,23,23,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000023_RGB.png,"[948.0, 594.0, 1.0]","[972.0, 552.0, 1.0]","[918.0, 558.0, 1.0]","[1002.0, 558.0, 1.0]","[876.0, 570.0, 1.0]","[1068.0, 690.0, 1.0]","[810.0, 708.0, 1.0]","[1146.0, 864.0, 1.0]","[750.0, 894.0, 0.0]","[1188.0, 1026.0, 0.0]","[750.0, 942.0, 0.0]","[1032.0, 978.0, 1.0]","[852.0, 983.9999999999999, 1.0]","[1164.0, 900.0, 0.0]","[804.0, 1092.0, 0.0]","[774.0, 918.0, 0.0]","[714.0, 1032.0, 0.0]","[11.412747688258568, -0.09415776557772063, -1.2088252130349015]","[3.5163870064672227, 23.053109585498802, 0.5280514334659936]"
24,24,24,24,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000024_RGB.png,"[948.0, 606.0, 1.0]","[972.0, 564.0, 1.0]","[918.0, 570.0, 1.0]","[1008.0, 570.0, 1.0]","[870.0, 582.0, 1.0]","[1074.0, 702.0, 1.0]","[822.0, 702.0, 1.0]","[1140.0, 894.0, 1.0]","[744.0, 912.0, 0.0]","[1164.0, 954.0, 0.0]","[744.0, 942.0, 0.0]","[1026.0, 983.9999999999999, 1.0]","[852.0, 983.9999999999999, 1.0]","[1164.0, 906.0, 0.0]","[798.0, 1092.0, 0.0]","[768.0, 924.0, 0.0]","[714.0, 1026.0, 0.0]","[11.610187235077014, -0.040306688218730166, -1.2055482052864643]","[3.4199510980625227, 21.74287784046258, 0.4355989763648578]"
25,25,25,25,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000025_RGB.png,"[942.0, 624.0, 1.0]","[972.0, 582.0, 1.0]","[912.0, 582.0, 1.0]","[1014.0, 582.0, 1.0]","[864.0, 594.0, 1.0]","[1080.0, 708.0, 1.0]","[816.0, 738.0, 1.0]","[1164.0, 900.0, 0.0]","[744.0, 918.0, 0.0]","[1182.0000000000002, 936.0, 0.0]","[750.0, 936.0, 0.0]","[1026.0, 983.9999999999999, 1.0]","[858.0, 983.9999999999999, 1.0]","[1152.0, 900.0, 0.0]","[846.0, 1086.0, 0.0]","[1176.0, 1068.0, 0.0]","[1182.0000000000002, 1068.0, 0.0]","[12.055255529844086, 0.12002058752115964, -0.929643151009147]","[4.080933040625681, 25.539111199448744, 0.3358525438075615]"
26,26,26,26,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000026_RGB.png,"[948.0, 630.0, 1.0]","[972.0, 594.0, 1.0]","[918.0, 594.0, 1.0]","[1014.0, 588.0, 1.0]","[864.0, 606.0, 1.0]","[1080.0, 708.0, 1.0]","[816.0, 744.0, 1.0]","[1134.0, 924.0, 0.0]","[750.0, 924.0, 0.0]","[1050.0, 1008.0, 0.0]","[846.0, 1002.0, 0.0]","[1020.0, 996.0000000000001, 1.0]","[864.0, 996.0000000000001, 1.0]","[1038.0, 1080.0, 0.0]","[858.0, 1080.0, 0.0]","[786.0, 900.0, 0.0]","[864.0, 1080.0, 0.0]","[12.258741963205694, 0.33615767034430144, -0.7043168586521724]","[4.840777944808508, 25.491076352269438, 0.4517662101883489]"
27,27,27,27,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000027_RGB.png,"[948.0, 642.0, 1.0]","[972.0, 594.0, 1.0]","[912.0, 600.0, 1.0]","[1020.0, 594.0, 1.0]","[864.0, 612.0, 1.0]","[1080.0, 720.0, 1.0]","[810.0, 744.0, 1.0]","[1176.0, 906.0, 1.0]","[768.0, 858.0, 0.0]","[1122.0, 1050.0, 0.0]","[750.0, 966.0000000000001, 0.0]","[1026.0, 1020.0, 0.0]","[858.0, 1008.0, 0.0]","[864.0, 1074.0, 0.0]","[852.0, 1080.0, 0.0]","[870.0, 1068.0, 0.0]","[714.0, 1038.0, 0.0]","[12.460321713389034, 0.6676108604558583, -0.4378883756821251]","[5.077179672229465, 26.696935287420253, 0.7288652129891992]"
28,28,28,28,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000028_RGB.png,"[948.0, 654.0, 1.0]","[978.0, 618.0, 1.0]","[918.0, 618.0, 1.0]","[1014.0, 612.0, 1.0]","[864.0, 624.0, 1.0]","[1074.0, 726.0, 1.0]","[816.0, 744.0, 1.0]","[1176.0, 930.0, 0.0]","[774.0, 834.0, 0.0]","[1122.0, 798.0, 0.0]","[780.0, 840.0, 0.0]","[954.0, 1086.0, 0.0]","[882.0, 1086.0, 0.0]","[882.0, 1086.0, 0.0]","[876.0, 1086.0, 0.0]","[882.0, 1086.0, 0.0]","[882.0, 1086.0, 0.0]","[12.617784066728932, 1.169240642790142, -0.2256219576848388]","[5.152418017014468, 26.971485760735078, 0.625895265832198]"
29,29,29,29,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000029_RGB.png,"[948.0, 666.0, 1.0]","[978.0, 630.0, 1.0]","[918.0, 636.0, 1.0]","[1020.0, 624.0, 1.0]","[870.0, 636.0, 1.0]","[1080.0, 738.0, 1.0]","[810.0, 744.0, 1.0]","[1176.0, 912.0, 0.0]","[774.0, 846.0, 0.0]","[1200.0, 1068.0, 0.0]","[780.0, 948.0, 0.0]","[876.0, 1086.0, 0.0]","[876.0, 1086.0, 0.0]","[870.0, 1086.0, 0.0]","[870.0, 1086.0, 0.0]","[876.0, 1086.0, 0.0]","[876.0, 1086.0, 0.0]","[12.767495757131737, 1.4767944111072933, -0.08778198663324398]","[5.624391772113876, 25.465051149581075, 0.688025790452343]"
30,30,30,30,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000030_RGB.png,"[942.0, 672.0, 1.0]","[978.0, 636.0, 1.0]","[912.0, 636.0, 1.0]","[1014.0, 624.0, 1.0]","[864.0, 642.0, 1.0]","[1080.0, 732.0, 1.0]","[804.0, 750.0, 1.0]","[1170.0, 912.0, 0.0]","[744.0, 870.0, 0.0]","[1200.0, 1068.0, 0.0]","[726.0000000000001, 1020.0, 0.0]","[960.0, 1086.0, 0.0]","[876.0, 1086.0, 0.0]","[876.0, 1080.0, 0.0]","[816.0, 1080.0, 0.0]","[893.9999999999999, 1086.0, 0.0]","[804.0, 1086.0, 0.0]","[12.814894503089619, 2.0841916036656523, 0.10166803172724187]","[5.198585123928781, 24.693994711596687, 0.6153489561022188]"
31,31,31,31,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000031_RGB.png,"[948.0, 678.0, 1.0]","[984.0, 636.0, 1.0]","[918.0, 636.0, 1.0]","[1020.0, 636.0, 1.0]","[870.0, 648.0, 1.0]","[1086.0, 750.0, 1.0]","[816.0, 750.0, 1.0]","[1170.0, 924.0, 0.0]","[774.0, 846.0, 0.0]","[1110.0, 1044.0, 0.0]","[780.0, 798.0, 0.0]","[966.0, 1086.0, 0.0]","[870.0, 1086.0, 0.0]","[864.0, 1086.0, 0.0]","[852.0, 1086.0, 0.0]","[876.0, 1086.0, 0.0]","[876.0, 1086.0, 0.0]","[12.614699516170822, 2.566013803697959, 0.32522607035053824]","[5.567378494952442, 23.057128335855445, 0.7768224647802938]"
32,32,32,32,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_2_ID22/RGB/000032_RGB.png,"[948.0, 678.0, 1.0]","[984.0, 636.0, 1.0]","[924.0, 642.0, 1.0]","[1020.0, 636.0, 1.0]","[864.0, 648.0, 1.0]","[1080.0, 744.0, 1.0]","[816.0, 750.0, 1.0]","[1170.0, 924.0, 0.0]","[774.0, 852.0, 1.0]","[1110.0, 786.0, 0.0]","[720.0, 1020.0, 0.0]","[954.0, 1080.0, 0.0]","[870.0, 1074.0, 0.0]","[870.0, 1080.0, 0.0]","[858.0, 1086.0, 0.0]","[876.0, 1086.0, 0.0]","[870.0, 1086.0, 0.0]","[12.429115811055436, 2.7360140533062864, 0.46962901925404643]","[6.21619195213582, 20.297120812784524, 0.5265659453680734]"
