,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
10,10,10,10,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000010_RGB.png,"[972.0, 504.0, 1.0]","[990.0, 486.0, 1.0]","[948.0, 491.99999999999994, 1.0]","[1014.0, 504.0, 1.0]","[912.0, 504.0, 1.0]","[1062.0, 624.0, 1.0]","[846.0, 642.0, 1.0]","[1128.0, 810.0, 1.0]","[804.0, 792.0, 1.0]","[1044.0, 936.0, 1.0]","[893.9999999999999, 936.0, 1.0]","[1026.0, 930.0, 0.0]","[900.0, 930.0, 1.0]","[1080.0, 1068.0, 0.0]","[876.0, 1068.0, 0.0]","[1080.0, 1080.0, 0.0]","[912.0, 990.0, 0.0]","[-0.7192908720076313, -0.1821046217060259, 4.185622655772446]","[5.952164217357776, -6.898310193618582, 0.32991417305831705]"
11,11,11,11,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000011_RGB.png,"[972.0, 510.0, 1.0]","[990.0, 486.0, 1.0]","[954.0, 486.0, 1.0]","[1014.0, 504.0, 1.0]","[912.0, 504.0, 1.0]","[1068.0, 630.0, 1.0]","[840.0, 636.0, 1.0]","[1128.0, 810.0, 1.0]","[798.0, 786.0, 1.0]","[1056.0, 936.0, 1.0]","[882.0, 936.0, 1.0]","[1026.0, 924.0, 1.0]","[888.0, 924.0, 1.0]","[1068.0, 1032.0, 0.0]","[882.0, 1032.0, 0.0]","[1086.0, 1056.0, 0.0]","[912.0, 996.0000000000001, 0.0]","[-0.22131912806621198, -0.270051875571038, 4.818979412319322]","[5.849729776768237, -11.89846271456381, -0.09307366215440369]"
12,12,12,12,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000012_RGB.png,"[978.0, 516.0, 1.0]","[1002.0, 491.99999999999994, 1.0]","[954.0, 486.0, 1.0]","[1020.0, 510.0, 0.0]","[906.0, 504.0, 1.0]","[1074.0, 630.0, 1.0]","[858.0, 636.0, 1.0]","[1128.0, 810.0, 1.0]","[804.0, 780.0, 1.0]","[1050.0, 936.0, 1.0]","[888.0, 936.0, 1.0]","[1032.0, 930.0, 0.0]","[900.0, 930.0, 1.0]","[1074.0, 1074.0, 0.0]","[870.0, 1062.0, 0.0]","[1080.0, 1080.0, 0.0]","[918.0, 996.0000000000001, 0.0]","[1.5089070431424487, -0.250133582293968, 5.1172598655692685]","[5.9619339975408066, -11.862326660246293, -0.11322380822138033]"
13,13,13,13,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000013_RGB.png,"[978.0, 516.0, 1.0]","[996.0000000000001, 498.00000000000006, 1.0]","[954.0, 491.99999999999994, 1.0]","[1014.0, 510.0, 1.0]","[912.0, 504.0, 1.0]","[1056.0, 630.0, 1.0]","[846.0, 636.0, 1.0]","[1122.0, 798.0, 1.0]","[792.0, 792.0, 1.0]","[1050.0, 930.0, 1.0]","[882.0, 930.0, 1.0]","[1032.0, 936.0, 0.0]","[900.0, 942.0, 1.0]","[1074.0, 1080.0, 0.0]","[852.0, 1080.0, 0.0]","[1008.0, 1080.0, 0.0]","[1092.0, 1080.0, 0.0]","[2.854095875152263, -0.11790409617455319, 4.961648397722312]","[6.091541523576631, -11.461061394004897, 0.07992429775813018]"
14,14,14,14,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000014_RGB.png,"[978.0, 516.0, 1.0]","[1002.0, 498.00000000000006, 1.0]","[960.0, 491.99999999999994, 1.0]","[1026.0, 510.0, 0.0]","[918.0, 504.0, 1.0]","[1068.0, 630.0, 1.0]","[840.0, 642.0, 1.0]","[1116.0, 810.0, 1.0]","[804.0, 792.0, 1.0]","[1056.0, 936.0, 1.0]","[888.0, 936.0, 1.0]","[1038.0, 936.0, 0.0]","[900.0, 936.0, 1.0]","[1080.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[1002.0, 1080.0, 0.0]","[1086.0, 1080.0, 0.0]","[5.141268836575052, 0.1611434627066876, 4.503135821875984]","[5.965906230218261, -11.37123233421401, -0.024062639690500556]"
15,15,15,15,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000015_RGB.png,"[984.0, 516.0, 1.0]","[1002.0, 498.00000000000006, 1.0]","[966.0, 491.99999999999994, 1.0]","[1026.0, 510.0, 0.0]","[912.0, 510.0, 1.0]","[1074.0, 636.0, 1.0]","[846.0, 636.0, 1.0]","[1122.0, 810.0, 1.0]","[798.0, 792.0, 1.0]","[1044.0, 936.0, 1.0]","[882.0, 930.0, 1.0]","[1038.0, 930.0, 0.0]","[900.0, 930.0, 1.0]","[1074.0, 1080.0, 0.0]","[870.0, 1080.0, 0.0]","[1002.0, 1080.0, 0.0]","[1080.0, 1080.0, 0.0]","[6.775187520947089, 0.4091518017849524, 3.998321589897832]","[4.385549729800444, -9.656917438047998, 1.049178961464998]"
16,16,16,16,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000016_RGB.png,"[990.0, 522.0, 1.0]","[1008.0, 498.00000000000006, 1.0]","[966.0, 498.00000000000006, 1.0]","[1026.0, 510.0, 0.0]","[912.0, 510.0, 1.0]","[1068.0, 630.0, 1.0]","[858.0, 630.0, 1.0]","[1128.0, 810.0, 1.0]","[798.0, 792.0, 1.0]","[1050.0, 936.0, 1.0]","[893.9999999999999, 930.0, 1.0]","[1032.0, 936.0, 0.0]","[900.0, 930.0, 1.0]","[1062.0, 1026.0, 0.0]","[876.0, 1080.0, 0.0]","[1002.0, 1080.0, 0.0]","[912.0, 996.0000000000001, 0.0]","[7.856501197894748, 0.6035341935999179, 3.589281947982913]","[4.134927132802153, -9.171872639287484, 1.1527320286244163]"
17,17,17,17,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000017_RGB.png,"[990.0, 528.0, 1.0]","[1008.0, 498.00000000000006, 1.0]","[966.0, 498.00000000000006, 1.0]","[1026.0, 510.0, 0.0]","[906.0, 510.0, 1.0]","[1068.0, 636.0, 1.0]","[858.0, 630.0, 1.0]","[1128.0, 810.0, 1.0]","[798.0, 786.0, 1.0]","[1050.0, 936.0, 1.0]","[846.0, 918.0, 1.0]","[1032.0, 930.0, 0.0]","[900.0, 930.0, 1.0]","[1068.0, 1080.0, 0.0]","[876.0, 1080.0, 0.0]","[1002.0, 1080.0, 0.0]","[918.0, 996.0000000000001, 0.0]","[10.233002178026624, 1.0918559918776944, 2.7260003798821293]","[3.0536590148790443, -8.140891944922389, 1.596761199799335]"
18,18,18,18,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000018_RGB.png,"[984.0, 534.0, 1.0]","[1008.0, 510.0, 1.0]","[960.0, 504.0, 1.0]","[1032.0, 510.0, 0.0]","[906.0, 516.0, 1.0]","[1086.0, 642.0, 1.0]","[858.0, 642.0, 1.0]","[1128.0, 810.0, 1.0]","[798.0, 798.0, 1.0]","[1050.0, 936.0, 1.0]","[893.9999999999999, 930.0, 1.0]","[1062.0, 978.0, 0.0]","[900.0, 924.0, 1.0]","[1074.0, 1080.0, 0.0]","[882.0, 1080.0, 0.0]","[1002.0, 1080.0, 0.0]","[918.0, 990.0, 0.0]","[13.235875739159649, 1.5546967445510558, 1.683616960899014]","[5.183249208488041, -7.091792227378662, 0.4212855549046119]"
19,19,19,19,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000019_RGB.png,"[984.0, 540.0, 1.0]","[1008.0, 516.0, 1.0]","[954.0, 516.0, 1.0]","[1032.0, 510.0, 0.0]","[906.0, 516.0, 1.0]","[1074.0, 642.0, 1.0]","[852.0, 642.0, 1.0]","[1128.0, 810.0, 1.0]","[798.0, 798.0, 1.0]","[1050.0, 936.0, 1.0]","[893.9999999999999, 930.0, 1.0]","[1050.0, 978.0, 0.0]","[900.0, 930.0, 1.0]","[1080.0, 1080.0, 0.0]","[888.0, 1080.0, 0.0]","[1008.0, 1080.0, 0.0]","[918.0, 990.0, 0.0]","[16.519364294335606, 2.007769012176556, 0.6980856942275834]","[2.889138825413878, -3.594753217026573, 0.5460262492185631]"
20,20,20,20,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000020_RGB.png,"[990.0, 546.0, 1.0]","[1008.0, 516.0, 1.0]","[960.0, 522.0, 1.0]","[1032.0, 516.0, 0.0]","[906.0, 522.0, 1.0]","[1074.0, 642.0, 1.0]","[858.0, 636.0, 1.0]","[1122.0, 810.0, 1.0]","[798.0, 792.0, 1.0]","[1056.0, 942.0, 1.0]","[888.0, 924.0, 1.0]","[1032.0, 918.0, 0.0]","[900.0, 912.0, 1.0]","[1086.0, 1080.0, 0.0]","[882.0, 1080.0, 0.0]","[1014.0, 1080.0, 0.0]","[1086.0, 1080.0, 0.0]","[15.78559595482614, 1.9233731371399267, 0.8904642532937236]","[2.049885792671096, -0.8174986846819016, 0.3246696678690531]"
21,21,21,21,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000021_RGB.png,"[984.0, 558.0, 1.0]","[1008.0, 528.0, 1.0]","[960.0, 534.0, 1.0]","[1026.0, 516.0, 0.0]","[906.0, 528.0, 1.0]","[1074.0, 630.0, 1.0]","[852.0, 636.0, 1.0]","[1122.0, 816.0, 1.0]","[792.0, 798.0, 1.0]","[1074.0, 942.0, 1.0]","[864.0, 930.0, 1.0]","[1038.0, 930.0, 0.0]","[900.0, 930.0, 0.0]","[1020.0, 1074.0, 0.0]","[954.0, 1074.0, 0.0]","[1068.0, 954.0, 0.0]","[978.0, 1074.0, 0.0]","[17.263407921628115, 2.102442177450097, 0.5052974661164586]","[3.725396256907954, 0.12133532834597473, -0.05367385952845549]"
22,22,22,22,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000022_RGB.png,"[990.0, 564.0, 1.0]","[1008.0, 534.0, 1.0]","[960.0, 540.0, 1.0]","[1032.0, 510.0, 0.0]","[906.0, 528.0, 1.0]","[1080.0, 630.0, 1.0]","[852.0, 636.0, 1.0]","[1134.0, 816.0, 1.0]","[798.0, 828.0, 1.0]","[1080.0, 942.0, 1.0]","[888.0, 942.0, 1.0]","[1044.0, 990.0, 0.0]","[900.0, 983.9999999999999, 0.0]","[1008.0, 1074.0, 0.0]","[960.0, 1074.0, 0.0]","[1074.0, 972.0, 0.0]","[1134.0, 1068.0, 0.0]","[22.06790962701039, 2.6421339640207298, -0.7171915405321065]","[1.609315691834993, 3.06514115353856, 0.23681947321322624]"
23,23,23,23,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000023_RGB.png,"[990.0, 588.0, 1.0]","[1008.0, 552.0, 1.0]","[954.0, 558.0, 1.0]","[1032.0, 528.0, 1.0]","[906.0, 546.0, 1.0]","[1086.0, 636.0, 1.0]","[852.0, 630.0, 1.0]","[1140.0, 822.0, 1.0]","[786.0, 828.0, 1.0]","[1074.0, 942.0, 1.0]","[900.0, 966.0000000000001, 1.0]","[1032.0, 924.0, 0.0]","[888.0, 918.0, 0.0]","[1086.0, 1056.0, 0.0]","[888.0, 978.0, 0.0]","[1062.0, 978.0, 0.0]","[918.0, 990.0, 0.0]","[30.079803593774276, 3.324620736359603, -2.733866412258169]","[2.003011732341178, 6.752752285418948, -0.37383471861837964]"
24,24,24,24,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000024_RGB.png,"[978.0, 594.0, 1.0]","[1008.0, 564.0, 1.0]","[954.0, 570.0, 1.0]","[1026.0, 534.0, 0.0]","[906.0, 546.0, 1.0]","[1074.0, 624.0, 1.0]","[846.0, 642.0, 1.0]","[1140.0, 822.0, 1.0]","[792.0, 822.0, 1.0]","[1062.0, 948.0, 1.0]","[893.9999999999999, 930.0, 1.0]","[1044.0, 972.0, 0.0]","[900.0, 930.0, 0.0]","[1068.0, 1074.0, 0.0]","[876.0, 978.0, 0.0]","[1056.0, 990.0, 0.0]","[924.0, 978.0, 0.0]","[33.89567210594635, 3.7756259043912115, -3.6892958442843664]","[3.5240004825024305, 8.35553005771731, -0.7451166231451659]"
25,25,25,25,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000025_RGB.png,"[978.0, 606.0, 1.0]","[1002.0, 576.0, 1.0]","[954.0, 582.0, 1.0]","[1032.0, 546.0, 1.0]","[900.0, 570.0, 1.0]","[1074.0, 630.0, 1.0]","[852.0, 654.0, 1.0]","[1140.0, 822.0, 1.0]","[798.0, 834.0, 1.0]","[1068.0, 960.0, 1.0]","[906.0, 936.0, 0.0]","[1026.0, 930.0, 0.0]","[893.9999999999999, 936.0, 0.0]","[1056.0, 1068.0, 0.0]","[876.0, 972.0, 0.0]","[966.0, 1062.0, 0.0]","[972.0, 1062.0, 0.0]","[36.16298709244626, 3.987870915538858, -4.241458973849105]","[1.6049014716822871, 11.169913882619898, -1.7859654911981022]"
26,26,26,26,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000026_RGB.png,"[984.0, 624.0, 1.0]","[1008.0, 594.0, 1.0]","[954.0, 600.0, 1.0]","[1026.0, 564.0, 1.0]","[900.0, 576.0, 1.0]","[1068.0, 630.0, 1.0]","[852.0, 654.0, 1.0]","[1140.0, 840.0, 1.0]","[792.0, 840.0, 1.0]","[1044.0, 972.0, 0.0]","[906.0, 942.0, 1.0]","[1038.0, 936.0, 0.0]","[900.0, 966.0000000000001, 0.0]","[1068.0, 996.0000000000001, 0.0]","[876.0, 990.0, 0.0]","[984.0, 1068.0, 0.0]","[984.0, 1068.0, 0.0]","[41.353854549594, 4.62394072134365, -5.370582885590204]","[2.531557502106097, 14.743855449843819, -1.289549807919462]"
27,27,27,27,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000027_RGB.png,"[978.0, 636.0, 1.0]","[1002.0, 600.0, 1.0]","[954.0, 606.0, 1.0]","[1032.0, 564.0, 1.0]","[893.9999999999999, 582.0, 1.0]","[1062.0, 624.0, 1.0]","[834.0, 660.0, 1.0]","[1146.0, 846.0, 1.0]","[792.0, 828.0, 1.0]","[1050.0, 972.0, 1.0]","[912.0, 983.9999999999999, 1.0]","[1032.0, 942.0, 0.0]","[900.0, 936.0, 0.0]","[1050.0, 1068.0, 0.0]","[876.0, 996.0000000000001, 0.0]","[966.0, 1068.0, 0.0]","[960.0, 1068.0, 0.0]","[42.488854757830254, 4.721969704332412, -5.620698257203875]","[2.4847922443852135, 15.179014025071728, -1.3051682567061107]"
28,28,28,28,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000028_RGB.png,"[972.0, 654.0, 1.0]","[1002.0, 618.0, 1.0]","[942.0, 624.0, 1.0]","[1032.0, 588.0, 1.0]","[888.0, 588.0, 1.0]","[1062.0, 636.0, 1.0]","[846.0, 660.0, 1.0]","[1146.0, 858.0, 1.0]","[798.0, 840.0, 1.0]","[1050.0, 966.0000000000001, 0.0]","[948.0, 1008.0, 0.0]","[1044.0, 1002.0, 0.0]","[936.0, 990.0, 0.0]","[1104.0, 996.0000000000001, 0.0]","[966.0, 1074.0, 0.0]","[1026.0, 1068.0, 0.0]","[1032.0, 996.0000000000001, 0.0]","[45.057124901689846, 5.070260687024628, -6.1021794826399445]","[3.3542921522999807, 18.57670775870425, -1.1571168746860796]"
29,29,29,29,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000029_RGB.png,"[978.0, 660.0, 1.0]","[1002.0, 618.0, 1.0]","[948.0, 630.0, 1.0]","[1032.0, 588.0, 1.0]","[888.0, 600.0, 1.0]","[1062.0, 642.0, 1.0]","[846.0, 660.0, 1.0]","[1146.0, 852.0, 1.0]","[828.0, 828.0, 1.0]","[1050.0, 960.0, 1.0]","[960.0, 983.9999999999999, 0.0]","[1032.0, 942.0, 0.0]","[942.0, 990.0, 0.0]","[1110.0, 990.0, 0.0]","[966.0, 1068.0, 0.0]","[966.0, 1068.0, 0.0]","[960.0, 1068.0, 0.0]","[47.41836480775753, 5.445735609103075, -6.531969611483343]","[1.101721195106325, 19.362987855276586, -1.5388730977220546]"
30,30,30,30,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000030_RGB.png,"[984.0, 690.0, 1.0]","[1008.0, 642.0, 1.0]","[960.0, 660.0, 1.0]","[1032.0, 606.0, 0.0]","[888.0, 588.0, 1.0]","[1062.0, 672.0, 1.0]","[852.0, 672.0, 1.0]","[1140.0, 852.0, 1.0]","[834.0, 834.0, 0.0]","[1050.0, 972.0, 1.0]","[954.0, 1008.0, 0.0]","[1014.0, 936.0, 0.0]","[942.0, 918.0, 0.0]","[1110.0, 978.0, 0.0]","[972.0, 1062.0, 0.0]","[1038.0, 983.9999999999999, 0.0]","[960.0, 996.0000000000001, 0.0]","[48.992028616116606, 5.773462662376815, -6.845758285840433]","[0.9148955508807534, 20.561828938513194, -1.9991659797014076]"
31,31,31,31,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000031_RGB.png,"[978.0, 696.0, 1.0]","[1002.0, 654.0, 1.0]","[948.0, 666.0, 1.0]","[1032.0, 630.0, 0.0]","[893.9999999999999, 606.0, 1.0]","[1062.0, 684.0, 0.0]","[852.0, 684.0, 1.0]","[1140.0, 870.0, 1.0]","[822.0, 846.0, 0.0]","[1050.0, 1002.0, 0.0]","[900.0, 1032.0, 0.0]","[1044.0, 1013.9999999999999, 0.0]","[888.0, 942.0, 0.0]","[1110.0, 1002.0, 0.0]","[960.0, 1080.0, 0.0]","[1092.0, 1008.0, 0.0]","[1044.0, 1002.0, 0.0]","[50.136325954236796, 5.932258932435306, -7.10869688625217]","[4.989594668561109, 25.24172164871308, -1.8889309195061428]"
32,32,32,32,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/000032_RGB.png,"[978.0, 714.0, 1.0]","[996.0000000000001, 666.0, 1.0]","[954.0, 678.0, 1.0]","[1038.0, 630.0, 0.0]","[882.0, 624.0, 1.0]","[1080.0, 678.0, 0.0]","[852.0, 684.0, 1.0]","[1134.0, 852.0, 1.0]","[816.0, 846.0, 0.0]","[1050.0, 972.0, 1.0]","[960.0, 1002.0, 0.0]","[1026.0, 942.0, 0.0]","[888.0, 936.0, 0.0]","[1038.0, 1074.0, 0.0]","[948.0, 1074.0, 0.0]","[1038.0, 990.0, 0.0]","[954.0, 1008.0, 0.0]","[51.88622161954634, 6.365794016212317, -7.492090226113055]","[3.912087834021989, 25.456967515682845, -2.092033531323079]"
